Source Name	Characteristics [Organism]	Description	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
GSE3218GSM72498	Homo sapiens	normal testis control:  Normal Testis Specimen. normal testis	GSE3218GSM72498 sample	P-G3218-3	GSE3218GSM72498 extract	total_RNA	P-G3218-1	GSE3218GSM72498 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls Norm1B4 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls Norm1B4 2	GSM72498.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72494	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Embryonal Carcinoma)	GSE3218GSM72494 sample	P-G3218-2	GSE3218GSM72494 extract	total_RNA	P-G3218-1	GSE3218GSM72494 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 603A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 603A 2	GSM72494.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72347	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Seminoma)	GSE3218GSM72347 sample	P-G3218-2	GSE3218GSM72347 extract	total_RNA	P-G3218-1	GSE3218GSM72347 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 429A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 429A 1	GSM72347.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72458	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Yolk Sac Tumor, Teratoma)	GSE3218GSM72458 sample	P-G3218-2	GSE3218GSM72458 extract	total_RNA	P-G3218-1	GSE3218GSM72458 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	germ cell tumors (GCT) and normal controls 465A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 465A 2	GSM72458.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72407	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Choriocarcinoma, Embryonal Carcinoma)	GSE3218GSM72407 sample	P-G3218-2	GSE3218GSM72407 extract	total_RNA	P-G3218-1	GSE3218GSM72407 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 198A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 198A 2	GSM72407.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72306	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Yolk Sac Tumor)	GSE3218GSM72306 sample	P-G3218-2	GSE3218GSM72306 extract	total_RNA	P-G3218-1	GSE3218GSM72306 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 214A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 214A 1	GSM72306.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72443	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Teratoma)	GSE3218GSM72443 sample	P-G3218-2	GSE3218GSM72443 extract	total_RNA	P-G3218-1	GSE3218GSM72443 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 385A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 385A 2	GSM72443.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72289	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor liver metastasis (same patient as 155A). mixed GCT (Embryonal Carcinoma, Teratoma)	GSE3218GSM72289 sample	P-G3218-2	GSE3218GSM72289 extract	total_RNA	P-G3218-1	GSE3218GSM72289 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 155C 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 155C 1	GSM72289.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72301	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Yolk Sac Tumor, Teratoma, syncytiotrophoblasts)	GSE3218GSM72301 sample	P-G3218-2	GSE3218GSM72301 extract	total_RNA	P-G3218-1	GSE3218GSM72301 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 202A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 202A 1	GSM72301.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72328	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Teratoma, Yolk Sac)	GSE3218GSM72328 sample	P-G3218-2	GSE3218GSM72328 extract	total_RNA	P-G3218-1	GSE3218GSM72328 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 305A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 305A 1	GSM72328.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72300	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Choriocarcinoma, Embryonal Carcinoma)	GSE3218GSM72300 sample	P-G3218-2	GSE3218GSM72300 extract	total_RNA	P-G3218-1	GSE3218GSM72300 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 198A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 198A 1	GSM72300.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72485	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Seminoma)	GSE3218GSM72485 sample	P-G3218-2	GSE3218GSM72485 extract	total_RNA	P-G3218-1	GSE3218GSM72485 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 587A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 587A 2	GSM72485.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72385	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Choriocarcinoma)	GSE3218GSM72385 sample	P-G3218-2	GSE3218GSM72385 extract	total_RNA	P-G3218-1	GSE3218GSM72385 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 601A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 601A 1	GSM72385.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72383	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Teratoma)	GSE3218GSM72383 sample	P-G3218-2	GSE3218GSM72383 extract	total_RNA	P-G3218-1	GSE3218GSM72383 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 596A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 596A 1	GSM72383.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72296	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (anaplastic Seminoma)	GSE3218GSM72296 sample	P-G3218-2	GSE3218GSM72296 extract	total_RNA	P-G3218-1	GSE3218GSM72296 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 187A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 187A 1	GSM72296.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72323	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Yolk Sac Tumor)	GSE3218GSM72323 sample	P-G3218-2	GSE3218GSM72323 extract	total_RNA	P-G3218-1	GSE3218GSM72323 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 288A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 288A 1	GSM72323.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72390	Homo sapiens	normal testis control:  Normal Testis Specimen. normal testis	GSE3218GSM72390 sample	P-G3218-3	GSE3218GSM72390 extract	total_RNA	P-G3218-1	GSE3218GSM72390 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls Norm1B3 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls Norm1B3 1	GSM72390.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72434	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor from adrenal gland metastasis (same patient as 303B). mixed GCT (Embryonal Carcinoma, Yolk Sac Tumor)	GSE3218GSM72434 sample	P-G3218-2	GSE3218GSM72434 extract	total_RNA	P-G3218-1	GSE3218GSM72434 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 303B 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 303B 2	GSM72434.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72361	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Yolk Sac Tumor, Teratoma, syncytiotrophoblast)	GSE3218GSM72361 sample	P-G3218-2	GSE3218GSM72361 extract	total_RNA	P-G3218-1	GSE3218GSM72361 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 520A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 520A 1	GSM72361.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72362	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Yolk Sac Tumor)	GSE3218GSM72362 sample	P-G3218-2	GSE3218GSM72362 extract	total_RNA	P-G3218-1	GSE3218GSM72362 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 521A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 521A 1	GSM72362.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72441	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Yolk Sac Tumor, syncytiotrophoblasts)	GSE3218GSM72441 sample	P-G3218-2	GSE3218GSM72441 extract	total_RNA	P-G3218-1	GSE3218GSM72441 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 372B 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 372B 2	GSM72441.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72497	Homo sapiens	normal testis control:  Normal Testis Specimen. normal testis	GSE3218GSM72497 sample	P-G3218-3	GSE3218GSM72497 extract	total_RNA	P-G3218-1	GSE3218GSM72497 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls Norm1B3 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls Norm1B3 2	GSM72497.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72450	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Yolk Sac Tumor, Teratoma)	GSE3218GSM72450 sample	P-G3218-2	GSE3218GSM72450 extract	total_RNA	P-G3218-1	GSE3218GSM72450 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 413A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 413A 2	GSM72450.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72415	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Teratoma)	GSE3218GSM72415 sample	P-G3218-2	GSE3218GSM72415 extract	total_RNA	P-G3218-1	GSE3218GSM72415 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 220A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 220A 2	GSM72415.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72411	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor from retroperitoneal lymph node metastasis (same patient as 208A). mixed GCT (Embryonal Carcinoma, Yolk Sac Tumor)	GSE3218GSM72411 sample	P-G3218-2	GSE3218GSM72411 extract	total_RNA	P-G3218-1	GSE3218GSM72411 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 208B 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 208B 2	GSM72411.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72427	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Embryonal Carcinoma)	GSE3218GSM72427 sample	P-G3218-2	GSE3218GSM72427 extract	total_RNA	P-G3218-1	GSE3218GSM72427 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 256A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 256A 2	GSM72427.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72317	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Yolk Sac, Teratoma with secondary somatic malignancy)	GSE3218GSM72317 sample	P-G3218-2	GSE3218GSM72317 extract	total_RNA	P-G3218-1	GSE3218GSM72317 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 243A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 243A 1	GSM72317.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72442	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Yolk Sac)	GSE3218GSM72442 sample	P-G3218-2	GSE3218GSM72442 extract	total_RNA	P-G3218-1	GSE3218GSM72442 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 373A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 373A 2	GSM72442.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72348	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Seminoma)	GSE3218GSM72348 sample	P-G3218-2	GSE3218GSM72348 extract	total_RNA	P-G3218-1	GSE3218GSM72348 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 430A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 430A 1	GSM72348.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72461	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Yolk Sac Tumor, Teratoma)	GSE3218GSM72461 sample	P-G3218-2	GSE3218GSM72461 extract	total_RNA	P-G3218-1	GSE3218GSM72461 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 479A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 479A 2	GSM72461.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.4.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
